id;code;first_language;ip;region;gender;age;laterality;numeros_errors;topos_errors;palabras_errors;puntuacion_time_length;puntuacion_distance;instrucciones_2_time_length;instrucciones_2_distance;topos_time_length;topos_hits;topos_distance;numeros_time_length;numeros_clicks;numeros_distance;botones4_2_time_length;botones4_2_distance;botones4_time_length;botones4_distance;instrucciones_3_time_length;instrucciones_3_distance;puntuacion_3_time_length;puntuacion_3_distance;puntuacion_2_time_length;puntuacion_2_distance;acrobatas_time_length;acrobatas_distance;resultado3_time_length;resultado3_distance;resultado2_time_length;resultado2_distance;resultado1_time_length;resultado1_distance;botones4_3_time_length;botones4_3_distance;instrucciones_1_time_length;instrucciones_1_distance;palabras_time_length;palabras_distance;palabras_key_ups;resultado4_time_length;resultado4_distance;puntuacion_4_time_length;puntuacion_4_distance;botones4_4_time_length;botones4_4_distance;botones4_5_time_length;botones4_5_distance
1064;UNKNOWN;es;85.54.47.225;ES;WOMAN;21;LEFT;0;6;0;1146;286.0;1905;306.0;15406;6;4706.0;23184;20;9589.0;1949;1445.0;1930;267.0;2618;249.0;1804;38.0;1480;249.0;5321;1098.0;1588;40.0;2604;166.0;-;-;1927;1454.0;4759;13.0;826;0.0;23;2081;41.0;-;-;-;-;-;-
1065;C2SD;es;90.164.26.174;ES;MAN;21;RIGHT;1;1;1;1585;78.0;4669;150.0;19010;11;8648.0;22057;21;11243.0;1283;581.0;2808;617.0;2775;115.0;1534;58.0;1124;78.0;13460;1448.0;1475;544.0;18035;605.0;4632;0.0;1095;595.0;6600;1718.0;2124;0.0;24;1463;175.0;-;-;-;-;-;-
1067;UNKNOWN;es;85.54.47.225;ES;MAN;16;RIGHT;1;1;1;936;158.0;4536;365.0;14649;11;6657.0;20976;21;11582.0;1272;149.0;2712;426.0;2627;68.0;-;-;1843;29.0;4435;438.0;2219;99.0;26575;176.0;3998;0.0;1156;261.0;5643;336.0;8192;0.0;24;2004;366.0;-;-;-;-;-;-
1068;UNKNOWN;es;85.152.114.126;ES;WOMAN;22;RIGHT;1;6;2;6103;268.0;4977;1019.0;15494;6;4365.0;30759;21;9208.0;2604;146.0;2736;191.0;5719;476.0;2014;3.0;1318;14.0;8228;309.0;2229;15.0;10961;536.0;2496;0.0;1589;255.0;10079;877.0;11967;0.0;25;2302;23.0;-;-;-;-;-;-
1070;UNKNOWN;es;83.97.226.167;ES;WOMAN;20;RIGHT;0;0;-1;1644;162.0;2409;328.0;14555;12;8883.0;16931;20;8428.0;1126;200.0;1081;135.0;4040;252.0;1748;3.0;1243;99.0;4176;969.0;1807;249.0;5247;276.0;2678;0.0;980;259.0;5568;0.0;1367;0.0;22;1127;0.0;-;-;-;-;-;-
1073;C2FD;en;39.36.236.182;PK;MAN;20;RIGHT;12;2;0;1222;283.0;3005;325.0;16290;10;5932.0;82422;32;22272.0;1375;258.0;42084;1294.0;4057;499.0;1596;30.0;1044;226.0;18276;1453.0;3374;178.0;15925;655.0;7816;0.0;1036;291.0;10292;143.0;8120;0.0;21;9369;74.0;-;-;-;-;-;-
1074;UNKNOWN;es;156.35.222.167;ES;MAN;28;RIGHT;0;6;4;1923;170.0;4318;226.0;16027;6;6218.0;26618;20;11701.0;2748;841.0;1971;338.0;2559;154.0;2429;68.0;1443;72.0;7941;182.0;2607;38.0;5073;198.0;-;-;1833;471.0;8704;11.0;3961;0.0;27;1783;0.0;-;-;-;-;-;-
1076;C2FD;en;182.186.136.247;PK;MAN;19;RIGHT;2;6;7;1706;13.0;6790;119.0;21318;6;6739.0;51056;22;22565.0;2018;256.0;3768;321.0;3355;106.0;2739;6.0;947;236.0;20276;2897.0;2207;0.0;5372;48.0;14009;0.0;1407;762.0;220691;10718.0;8713;0.0;28;4598;9.0;-;-;-;-;-;-
1081;C2FD;en;182.178.194.58;PK;MAN;24;RIGHT;0;7;10;1187;288.0;5753;315.0;15332;5;4074.0;39265;20;12240.0;1519;220.0;4569;1133.0;2081;488.0;2591;21.0;1052;218.0;8608;365.0;5536;60.0;8257;100.0;-;-;1265;446.0;3884;961.0;4;0.0;31;4958;11.0;-;-;-;-;-;-
1082;UNKNOWN;es;79.145.170.213;ES;WOMAN;21;RIGHT;0;2;3;1389;69.0;3883;165.0;14961;10;5518.0;26908;20;10270.0;1303;276.0;1826;263.0;4392;505.0;2120;40.0;114417;286.0;10548;1413.0;1499;102.0;3255;120.0;3575;0.0;1104;313.0;9791;557.0;3218;0.0;26;2169;17.0;-;-;-;-;-;-
1083;C2HD;es;89.7.233.68;ES;MAN;10;RIGHT;0;8;6;2308;179.0;3710;404.0;15539;4;5464.0;38426;20;13573.0;1169;292.0;3978;438.0;1802;402.0;-;-;3114;85.0;8126;1541.0;2846;432.0;18223;326.0;-;-;1711;483.0;7983;1262.0;173981;0.0;29;2247;346.0;-;-;-;-;-;-
1084;C2HD;es;89.7.233.68;ES;MAN;10;RIGHT;0;6;0;862;60.0;1922;238.0;15397;6;5772.0;30459;20;12132.0;1429;428.0;3209;1418.0;2055;234.0;-;-;2548;169.0;7263;331.0;2684;99.0;56655;147.0;1469;0.0;3049;1013.0;2155;117.0;2040;0.0;23;2367;163.0;-;-;-;-;-;-
1085;C2HD;es;89.7.233.68;ES;MAN;20;RIGHT;0;7;0;1086;136.0;2022;211.0;15420;5;5649.0;41243;20;15487.0;5067;2307.0;1771;134.0;1670;200.0;-;-;1949;311.0;7198;706.0;1495;147.0;5989;487.0;2551;0.0;1681;730.0;2823;282.0;1623;0.0;23;1350;52.0;-;-;-;-;-;-
1086;C2HD;es;89.7.233.68;ES;WOMAN;11;RIGHT;0;8;1;1285;236.0;1542;273.0;15416;4;4875.0;37997;20;16848.0;1920;405.0;1547;328.0;1572;377.0;2872;152.0;1448;52.0;5518;961.0;4172;365.0;5104;86.0;2381;0.0;2148;1485.0;4630;934.0;3671;0.0;24;11386;65.0;-;-;-;-;-;-
1087;UNKNOWN;es;89.7.233.68;ES;MAN;18;LEFT;0;3;0;838;84.0;1339;411.0;15371;9;6492.0;24065;20;11586.0;2516;628.0;4637;2449.0;1807;274.0;-;-;2011;24.0;5451;778.0;1469;27.0;2053;75.0;-;-;-;-;1255;228.0;1599;0.0;23;19306;479.0;-;-;-;-;-;-
1089;UNKNOWN;es;79.144.56.152;ES;WOMAN;22;RIGHT;0;10;-1;1093;259.0;2568;253.0;15925;2;3705.0;40949;20;8573.0;5432;1385.0;1275;336.0;2542;211.0;1753;1.0;1185;60.0;4493;444.0;1985;113.0;17392;527.0;3135;0.0;1071;267.0;3667;176.0;1700;0.0;22;2180;49.0;-;-;-;-;-;-
1091;C2FD;en;202.59.89.154;PK;MAN;18;RIGHT;14;6;0;849;107.0;2688;184.0;16457;6;5769.0;70247;34;17677.0;2023;384.0;3797;116.0;10532;645.0;1732;16.0;1290;157.0;17283;1669.0;1889;21.0;2051;13.0;8009;0.0;3061;390.0;4995;137.0;14447;0.0;21;4741;39.0;-;-;-;-;-;-
1092;C2FD;en;125.209.84.234;PK;MAN;23;RIGHT;2;12;0;8471;66.0;6907;1832.0;187;0;0.0;34257;22;13822.0;1217;377.0;3901;835.0;3556;117.0;-;-;2231;9.0;14976;3267.0;2122;91.0;8456;270.0;7182;0.0;795;380.0;7675;570.0;3526;0.0;21;3791;1312.0;-;-;-;-;-;-
1095;C2FD;en;121.52.153.101;PK;MAN;21;RIGHT;11;11;3;144118;274.0;3809;419.0;13562;1;5914.0;100591;31;17501.0;2145;1124.0;4965;1345.0;1860;1125.0;-;-;2249;38.0;10367;3306.0;2950;82.0;238949;481.0;-;-;1508;415.0;11179;1130.0;6797;0.0;24;3743;271.0;-;-;-;-;-;-
1098;C2FD;en;182.178.233.32;PK;WOMAN;18;RIGHT;4;11;2;1891;28.0;14786;1515.0;16747;1;4063.0;40689;24;14771.0;1905;434.0;4527;1311.0;3020;25.0;-;-;4324;45.0;23071;3582.0;2533;103.0;12193;5524.0;6031;0.0;4865;444.0;10569;2359.0;1530;0.0;23;870;25.0;-;-;-;-;-;-
1100;C2FD;en;182.178.233.32;PK;MAN;18;RIGHT;0;4;1;1356;228.0;11330;1545.0;17022;8;5925.0;33678;20;13941.0;2163;893.0;3574;929.0;15787;1418.0;-;-;3237;217.0;11460;1173.0;2782;77.0;4091;655.0;4836;0.0;3256;609.0;12630;1195.0;38148;0.0;22;1618;0.0;-;-;-;-;-;-
1103;UNKNOWN;es;156.35.225.28;ES;MAN;19;RIGHT;0;1;2;1202;52.0;5512;201.0;14555;11;5269.0;18821;20;9195.0;926;243.0;1737;240.0;3657;65.0;2271;141.0;954;85.0;7300;921.0;1432;72.0;4502;130.0;-;-;860;161.0;6369;79.0;7303;0.0;25;1330;27.0;-;-;-;-;-;-
1105;C2FD;en;39.36.163.30;PK;MAN;20;RIGHT;1;10;8;1430;161.0;20144;1064.0;26006;2;2611.0;38543;21;15492.0;1462;288.0;7538;539.0;8623;180.0;2394;49.0;795;178.0;21196;492.0;1732;0.0;7320;179.0;8666;0.0;1301;288.0;9469;302.0;10488;0.0;29;17305;1107.0;-;-;-;-;-;-
1107;C2FD;en;39.47.146.72;PK;WOMAN;18;RIGHT;1;7;6;2560;55.0;2153;161.0;15662;5;4352.0;37370;21;8896.0;1586;183.0;2279;211.0;2605;219.0;-;-;2547;315.0;33764;3700.0;3694;0.0;4979;133.0;642;0.0;1873;236.0;1269;0.0;7082;0.0;27;3364;21.0;-;-;-;-;-;-
1108;C2FD;en;182.186.247.78;PK;MAN;24;RIGHT;10;11;4;1712;79.0;31939;722.0;26226;1;3865.0;61388;30;15009.0;2075;289.0;5452;506.0;6279;304.0;1975;21.0;1428;71.0;16612;922.0;4046;68.0;13973;564.0;7833;0.0;1665;271.0;38825;2582.0;11409;0.0;25;4080;24.0;-;-;-;-;-;-
1109;C2FD;en;80.222.148.240;FI;MAN;34;RIGHT;0;5;3;3837;28.0;6940;535.0;16179;7;4028.0;41460;20;17412.0;1362;270.0;4996;979.0;3656;475.0;1939;74.0;1435;85.0;15487;1102.0;2759;419.0;9276;177.0;3009;0.0;1070;438.0;18660;338.0;15697;0.0;24;4559;0.0;-;-;-;-;-;-
1112;C2FD;en;182.186.216.165;PK;MAN;22;RIGHT;1;12;0;1019;69.0;15690;323.0;21739;0;1329.0;29882;21;11905.0;1410;722.0;1172;410.0;3484;488.0;2942;75.0;931;113.0;7894;515.0;2270;36.0;8910;28.0;9837;0.0;1283;598.0;3948;395.0;2810;0.0;21;1445;0.0;-;-;-;-;-;-
1114;UNKNOWN;es;156.35.33.51;ES;MAN;33;RIGHT;0;2;4;1583;158.0;4961;1346.0;14983;10;4691.0;26862;20;11954.0;1294;352.0;2203;950.0;3851;605.0;1601;52.0;1573;28.0;5904;460.0;4132;338.0;11497;740.0;3538;0.0;1195;1048.0;7735;376.0;1679;0.0;27;2834;112.0;-;-;-;-;-;-
1116;C2FD;en;39.36.54.132;PK;MAN;22;LEFT;6;5;0;2083;222.0;8418;240.0;23624;7;6282.0;51607;26;14910.0;1572;318.0;4764;447.0;6243;290.0;2288;28.0;1622;213.0;11215;1769.0;6437;83.0;44941;1785.0;11751;0.0;1218;511.0;11494;1109.0;8489;0.0;21;4992;6.0;-;-;-;-;-;-
1119;C2FD;en;39.36.67.47;PK;MAN;20;RIGHT;11;3;0;2260;6.0;5702;779.0;22311;9;4412.0;64607;31;12491.0;1783;419.0;2486;294.0;6836;534.0;1983;18.0;1310;54.0;21863;1065.0;4690;514.0;25461;1223.0;13371;0.0;1737;609.0;9932;835.0;9653;0.0;21;5669;726.0;-;-;-;-;-;-
1121;C2SD;es;190.71.153.204;CO;MAN;34;RIGHT;3;4;4;2432;486.0;8035;557.0;15364;8;5603.0;54930;23;18437.0;2079;251.0;4450;644.0;9276;198.0;1735;13.0;1334;52.0;18436;485.0;2465;193.0;7856;267.0;5072;0.0;1563;649.0;12399;324.0;5439;0.0;27;2558;0.0;-;-;-;-;-;-
1122;C2HD;es;77.230.188.196;ES;MAN;35;RIGHT;0;4;1;788;117.0;2501;171.0;14709;8;3575.0;26865;20;7449.0;1123;235.0;2045;509.0;2043;164.0;-;-;1990;236.0;7834;416.0;2698;431.0;4090;311.0;2670;0.0;1281;300.0;1735;144.0;4666;0.0;24;1607;1.0;-;-;-;-;-;-
1123;C2SD;es;81.37.176.98;ES;MAN;50;RIGHT;0;2;12;1232;36.0;3936;268.0;15705;10;7485.0;25751;20;14177.0;1884;348.0;1818;353.0;6754;645.0;1861;16.0;1060;348.0;12512;311.0;2337;166.0;12813;251.0;3373;0.0;1322;273.0;10302;303.0;3900;0.0;35;1607;27.0;-;-;-;-;-;-
1124;UNKNOWN;es;81.37.176.98;ES;MAN;15;LEFT;3;2;0;1058;69.0;4126;410.0;14659;10;5153.0;38773;23;12620.0;1986;379.0;6870;2786.0;4767;431.0;2580;37.0;1214;18.0;10296;451.0;2100;273.0;3793;385.0;3394;0.0;1806;1052.0;7386;434.0;4733;0.0;23;1877;69.0;-;-;-;-;-;-
1127;UNKNOWN;es;81.37.176.98;ES;MAN;50;RIGHT;0;1;10;694;255.0;2189;270.0;14725;11;5217.0;20735;20;11562.0;1399;321.0;1064;275.0;5775;222.0;1687;48.0;995;131.0;8883;1049.0;3148;50.0;9129;212.0;3110;0.0;1285;428.0;4655;456.0;2011;0.0;33;1100;0.0;-;-;-;-;-;-
1128;UNKNOWN;es;81.37.176.98;ES;MAN;13;RIGHT;0;2;0;4842;228.0;6089;919.0;14741;10;7183.0;27496;20;14711.0;1994;231.0;4637;1566.0;9466;1468.0;2398;4.0;1431;18.0;14502;2629.0;2441;731.0;4808;482.0;3468;0.0;1681;133.0;16871;49.0;829;0.0;23;2141;597.0;-;-;-;-;-;-
1129;UNKNOWN;es;83.35.1.218;ES;MAN;32;LEFT;2;2;1;1502;50.0;5818;122.0;17048;10;5058.0;45267;22;15449.0;2039;1024.0;2725;522.0;18213;143.0;2774;4.0;976;43.0;14281;233.0;2643;109.0;13162;216.0;5324;0.0;2264;934.0;13367;533.0;744;0.0;24;3729;152.0;-;-;-;-;-;-
1132;C2FD;en;39.36.127.54;PK;WOMAN;22;RIGHT;2;11;2;2120;129.0;19230;426.0;21977;1;1525.0;77895;22;13832.0;2542;1032.0;275723;1235.0;4533;241.0;2429;117.0;1969;262.0;27339;1710.0;4258;47.0;15164;266.0;-;-;2589;1040.0;37955;896.0;32963;0.0;23;2785;0.0;-;-;-;-;-;-
1133;C2FD;en;39.36.225.126;PK;MAN;29;RIGHT;0;5;0;1428;216.0;7797;735.0;21143;7;4677.0;37775;20;15523.0;2188;830.0;3435;572.0;4205;466.0;2324;4.0;1542;97.0;18505;1046.0;2341;96.0;12998;636.0;7135;0.0;1536;291.0;9394;871.0;8193;0.0;21;1672;0.0;-;-;-;-;-;-
1140;C2SD;es;80.29.25.254;ES;MAN;22;RIGHT;0;1;0;817;175.0;4476;615.0;16319;11;6955.0;16142;20;9458.0;1062;272.0;1856;407.0;2333;505.0;-;-;1482;240.0;7099;1465.0;2999;622.0;3191;79.0;2393;0.0;3584;226.0;6297;406.0;3264;0.0;23;1792;0.0;-;-;-;-;-;-
1141;C2SD;es;87.218.223.48;ES;WOMAN;22;RIGHT;0;2;2;1165;156.0;7525;539.0;17385;10;6950.0;28598;20;11001.0;1842;314.0;2002;478.0;14487;2190.0;-;-;1499;104.0;12133;983.0;1801;300.0;4221;304.0;4923;0.0;1243;701.0;7988;485.0;9251;0.0;25;1412;0.0;-;-;-;-;-;-
1143;C2SD;es;85.52.122.34;ES;WOMAN;22;RIGHT;0;3;3;1354;13.0;6262;482.0;14312;9;4596.0;29940;20;8027.0;1297;222.0;2178;1344.0;3547;98.0;1560;44.0;1107;64.0;7098;499.0;2715;441.0;10662;437.0;3363;0.0;1226;372.0;8447;164.0;1968;0.0;26;4626;379.0;-;-;-;-;-;-
1144;C2SD;es;85.54.158.94;ES;WOMAN;24;RIGHT;0;1;4;1079;152.0;6086;581.0;16081;11;8522.0;30019;20;13532.0;1174;562.0;3253;659.0;10249;523.0;2088;17.0;740;287.0;15192;2279.0;3794;362.0;2721;539.0;4358;0.0;4621;488.0;13115;1811.0;1994;0.0;27;2485;72.0;-;-;-;-;-;-
1145;C2SD;es;85.251.128.36;ES;MAN;23;RIGHT;0;0;4;1262;259.0;1810;255.0;14255;12;4544.0;24603;20;11151.0;1361;757.0;2020;330.0;1670;317.0;15829;397.0;1430;81.0;10219;260.0;1721;147.0;6206;276.0;4078;0.0;1625;359.0;4050;467.0;3696;0.0;27;1811;272.0;-;-;-;-;-;-
1147;C2SD;es;213.37.213.53;ES;MAN;24;RIGHT;0;5;0;877;79.0;4436;188.0;14553;7;6201.0;25436;20;7453.0;1243;439.0;2049;119.0;2473;243.0;1633;35.0;1009;103.0;11792;394.0;2234;105.0;9070;319.0;3288;0.0;781;81.0;7995;425.0;1290;0.0;23;3539;14.0;-;-;-;-;-;-
1152;UNKNOWN;es;172.19.122.109;;WOMAN;38;RIGHT;0;6;5;26277;408.0;2487;360.0;15747;6;6208.0;29518;20;11629.0;1397;231.0;2897;795.0;5499;470.0;-;-;3615;298.0;8404;419.0;2306;94.0;6826;368.0;3380;0.0;2151;1434.0;6310;581.0;5128;0.0;28;1855;1.0;-;-;-;-;-;-
1153;C2SD;ja;126.253.226.107;JP;MAN;37;RIGHT;2;4;4;1217;0.0;6222;0.0;15605;8;2841.0;32237;22;9040.0;1749;0.0;4115;0.0;5257;608.0;1407;0.0;1264;0.0;9928;246.0;2346;0.0;5827;128.0;5780;0.0;1310;0.0;13511;0.0;17357;0.0;25;2892;0.0;-;-;-;-;-;-
1154;C2SD;es;81.9.216.6;ES;MAN;31;RIGHT;0;1;-1;4922;956.0;3920;254.0;14798;11;4380.0;20240;20;7951.0;2632;625.0;1906;263.0;4597;274.0;4138;28.0;2353;79.0;10201;439.0;2425;173.0;14915;555.0;2951;0.0;2109;780.0;11558;2019.0;1795;0.0;22;2744;75.0;-;-;-;-;-;-
1155;C2FD;en;84.249.92.243;FI;MAN;26;LEFT;32;5;0;2157;301.0;8911;1115.0;15304;7;4817.0;98338;52;25750.0;2800;891.0;4441;543.0;6338;230.0;1730;176.0;1371;60.0;24555;737.0;2408;268.0;12135;977.0;3784;0.0;1780;500.0;21140;952.0;7891;0.0;21;2926;0.0;-;-;-;-;-;-
1156;C2FD;en;84.249.92.243;FI;MAN;25;LEFT;0;6;1;1217;287.0;5148;352.0;17456;6;4332.0;32845;20;13412.0;1545;390.0;1950;241.0;6100;740.0;2480;18.0;999;133.0;41075;935.0;3401;100.0;10297;546.0;20660;0.0;2122;411.0;17721;893.0;9656;0.0;22;1294;0.0;-;-;-;-;-;-
1159;C2SD;es;83.53.57.238;ES;MAN;64;RIGHT;0;2;0;1586;10.0;3749;511.0;14786;10;4585.0;29066;20;9861.0;1568;380.0;2255;819.0;5026;334.0;1999;100.0;1377;215.0;13157;882.0;2627;361.0;6388;124.0;3198;0.0;1749;378.0;10689;767.0;2988;0.0;23;1569;206.0;-;-;-;-;-;-
1163;C2FD;en;130.230.158.241;FI;MAN;24;RIGHT;0;10;0;1726;0.0;4189;0.0;14672;2;1880.0;23354;20;10009.0;1746;0.0;2200;0.0;5439;0.0;1769;0.0;1477;0.0;12675;0.0;3634;0.0;3313;0.0;-;-;2062;0.0;12931;0.0;15510;0.0;21;2955;0.0;-;-;-;-;-;-
1164;C2FD;en;182.186.226.142;PK;MAN;18;RIGHT;1;6;1;1692;97.0;14668;502.0;21349;6;4098.0;40020;21;15244.0;2069;357.0;5758;1063.0;6344;16.0;2155;5.0;1454;21.0;17687;1276.0;2018;926.0;5001;459.0;8370;0.0;1091;284.0;18419;1376.0;5027;0.0;22;2647;519.0;-;-;-;-;-;-
1165;C2SD;es;83.57.251.13;ES;WOMAN;20;RIGHT;1;6;-1;1270;242.0;1766;283.0;15610;6;4958.0;24984;21;9564.0;1441;277.0;1492;352.0;1623;182.0;1601;16.0;1025;312.0;7164;455.0;5533;56.0;50286;856.0;2438;0.0;1051;192.0;1559;63.0;1700;0.0;22;3570;415.0;-;-;-;-;-;-
1166;UNKNOWN;es;83.57.251.13;ES;WOMAN;20;RIGHT;0;5;7;1345;226.0;15466;486.0;14905;7;6003.0;28189;20;14359.0;1195;399.0;2117;626.0;2865;1871.0;2222;24.0;984;21.0;2710;495.0;2947;69.0;28518;343.0;1924;0.0;1154;194.0;1632;61.0;11367;0.0;30;2147;12.0;-;-;-;-;-;-
1167;C2SD;es;81.9.164.132;ES;MAN;19;RIGHT;0;4;0;1597;314.0;5296;105.0;16905;8;5452.0;24063;20;8755.0;1183;288.0;2415;326.0;10739;371.0;1668;0.0;943;112.0;8205;372.0;1673;512.0;5537;550.0;5240;0.0;1632;863.0;13539;460.0;11074;0.0;23;2280;565.0;-;-;-;-;-;-
1168;C2SD;es;79.156.99.179;ES;MAN;22;RIGHT;1;3;2;1586;119.0;4057;538.0;15978;9;6185.0;27975;21;8751.0;2258;1012.0;5695;1719.0;4141;252.0;1634;41.0;1214;166.0;8530;647.0;2153;1256.0;5949;79.0;2053;0.0;1687;925.0;14487;1090.0;4208;0.0;25;1803;116.0;-;-;-;-;-;-
1169;C2SD;es;79.156.99.179;ES;WOMAN;18;LEFT;1;4;1;2320;208.0;3893;1246.0;15338;8;8003.0;26647;21;12378.0;1365;181.0;2908;368.0;6393;173.0;1285;118.0;1041;170.0;12278;2384.0;1539;0.0;4571;692.0;32;0.0;1071;383.0;8158;1304.0;12757;0.0;24;2061;36.0;-;-;-;-;-;-
1170;C2SD;en;89.192.131.202;GB;MAN;44;RIGHT;0;6;4;932;98.0;3791;177.0;16036;6;5711.0;25438;20;14785.0;1482;556.0;2487;757.0;6640;108.0;2475;79.0;781;340.0;10357;914.0;2172;309.0;7768;308.0;3766;0.0;1321;358.0;6438;98.0;12176;0.0;25;2730;242.0;-;-;-;-;-;-
1171;C2SD;en;141.163.156.79;GB;MAN;33;RIGHT;0;5;4;1527;268.0;5973;282.0;14996;7;5064.0;34598;20;17518.0;4401;348.0;4913;893.0;5485;317.0;2458;0.0;1011;29.0;7918;544.0;3093;356.0;18665;458.0;8561;0.0;1817;208.0;35361;1409.0;4881;0.0;25;12939;496.0;-;-;-;-;-;-
1172;C2SD;en;141.163.187.89;GB;MAN;39;RIGHT;0;1;5;1176;181.0;2921;247.0;14559;11;5234.0;22451;20;12374.0;1353;305.0;2529;334.0;6098;409.0;1360;14.0;1092;174.0;20400;559.0;2022;68.0;4228;146.0;12649;0.0;1250;339.0;8721;55.0;14205;0.0;26;4971;0.0;-;-;-;-;-;-
1175;C2SD;en;89.192.131.202;GB;MAN;44;RIGHT;1;7;2;1043;0.0;19628;387.0;16389;5;3328.0;31394;21;8444.0;-;-;1626;614.0;2903;0.0;1439;0.0;1118;0.0;4558;0.0;2854;0.0;2583;0.0;-;-;-;-;2384;0.0;13539;0.0;23;1386;0.0;-;-;-;-;-;-
1178;C2SD;en;82.32.192.220;GB;WOMAN;18;RIGHT;0;1;1;3484;312.0;3098;288.0;14905;11;8124.0;23075;20;15990.0;1027;386.0;2092;391.0;5158;173.0;4542;16.0;2684;175.0;22132;3957.0;1610;55.0;2764;163.0;186;0.0;881;204.0;3423;1191.0;4515;0.0;22;2454;141.0;-;-;-;-;-;-
1181;C2SD;en;141.163.156.55;GB;WOMAN;48;RIGHT;0;2;2;1750;320.0;2473;774.0;14584;10;7921.0;21008;20;9646.0;1086;283.0;3264;382.0;3392;454.0;2162;47.0;1001;112.0;12103;434.0;1594;160.0;7982;475.0;-;-;1742;1165.0;8144;921.0;5104;0.0;23;1784;1.0;-;-;-;-;-;-
1182;C2SD;en;141.163.96.251;GB;MAN;36;RIGHT;0;0;0;1850;156.0;3672;216.0;14583;12;5292.0;25423;20;9798.0;1322;294.0;3575;240.0;8642;380.0;2527;21.0;1651;20.0;8722;583.0;2107;167.0;3912;250.0;3010;0.0;3037;392.0;8051;106.0;1286;0.0;21;2156;0.0;-;-;-;-;-;-
1186;C2SD;en;141.163.156.57;GB;WOMAN;60;RIGHT;0;5;0;2342;164.0;4301;699.0;15410;7;4458.0;28987;20;11186.0;2303;214.0;2906;293.0;5929;392.0;2423;102.0;1281;44.0;9230;460.0;7320;445.0;11676;260.0;-;-;2189;270.0;13328;1011.0;4236;0.0;21;2750;25.0;-;-;-;-;-;-
1187;C2SD;en;141.163.96.251;GB;MAN;40;RIGHT;0;1;0;70145;182.0;2673;758.0;14214;11;5242.0;19730;20;8105.0;1678;1155.0;1998;897.0;6167;526.0;2120;17.0;837;205.0;12592;492.0;2747;182.0;7053;338.0;2978;0.0;1716;451.0;4388;806.0;2;0.0;21;2660;31.0;-;-;-;-;-;-
1188;UNKNOWN;en;156.35.225.29;ES;WOMAN;22;RIGHT;0;0;13;7040;81.0;1552;750.0;14614;12;5327.0;26384;20;10677.0;1050;421.0;1157;356.0;1998;436.0;1671;204.0;838;16.0;8885;1764.0;1849;765.0;8505;354.0;2971;0.0;1139;611.0;4310;332.0;7401;0.0;34;1873;0.0;-;-;-;-;-;-
1189;UNKNOWN;en;156.35.225.30;ES;WOMAN;21;RIGHT;0;1;8;612;192.0;1355;246.0;15660;11;4108.0;21460;20;9598.0;931;344.0;836;322.0;1558;470.0;-;-;1849;55.0;6948;768.0;18351;721.0;11609;1475.0;2029;0.0;1049;351.0;1601;153.0;1217;0.0;29;2654;82.0;-;-;-;-;-;-
1190;UNKNOWN;es;85.61.81.231;ES;WOMAN;20;RIGHT;0;0;0;1409;57.0;3516;30.0;14855;12;4294.0;26162;20;13547.0;988;171.0;1194;320.0;4078;132.0;1638;305.0;1149;93.0;9017;1034.0;1758;175.0;2659;368.0;3241;0.0;937;185.0;1737;0.0;3550;0.0;23;1328;0.0;-;-;-;-;-;-
1193;C2FD;en;178.62.113.166;GB;WOMAN;19;RIGHT;2;11;0;1542;292.0;4124;595.0;16095;1;6082.0;42395;22;12868.0;1280;193.0;3031;297.0;4278;271.0;2540;46.0;1291;240.0;15815;2060.0;3973;1.0;402;0.0;4521;0.0;1385;335.0;16236;2886.0;6085;0.0;21;3602;0.0;-;-;-;-;-;-
1194;C2FD;en;178.62.113.166;GB;MAN;19;LEFT;0;10;2;2847;4.0;1738;443.0;15345;2;3959.0;44482;20;12934.0;1566;194.0;2066;515.0;1638;215.0;1718;4.0;1324;376.0;7329;1808.0;5392;664.0;34;0.0;2943;0.0;1677;618.0;4335;481.0;21017;0.0;23;2653;0.0;-;-;-;-;-;-
1196;C2FD;en;178.62.113.201;GB;MAN;21;RIGHT;0;2;3;717;44.0;4990;90.0;15166;10;6892.0;32921;20;15667.0;1160;299.0;3722;945.0;4021;359.0;2149;7.0;760;91.0;15294;1015.0;3483;283.0;8472;1713.0;4991;0.0;748;430.0;4413;262.0;809;0.0;24;4088;311.0;-;-;-;-;-;-
1200;UNKNOWN;es;156.35.98.14;ES;MAN;24;RIGHT;0;2;12;1594;236.0;6514;698.0;14503;10;4541.0;27345;20;10129.0;1206;441.0;1699;223.0;4542;596.0;3063;229.0;1494;17.0;11431;1225.0;1799;466.0;8244;176.0;3350;0.0;2136;459.0;11149;1268.0;10474;0.0;35;1455;4.0;-;-;-;-;-;-
1201;C2SD;en;151.229.62.130;GB;MAN;32;RIGHT;0;5;14;2061;148.0;15544;640.0;15897;7;4532.0;28114;20;8946.0;1944;853.0;7695;389.0;5962;335.0;2062;14.0;2451;126.0;8196;541.0;6960;483.0;11008;902.0;2456;0.0;1803;783.0;16513;1028.0;2210;0.0;35;4375;0.0;-;-;-;-;-;-
