id;code;first_language;ip;region;gender;age;laterality;numeros_errors;topos_errors;palabras_errors;puntuacion_time_length;puntuacion_distance;instrucciones_2_time_length;instrucciones_2_distance;topos_time_length;topos_hits;topos_distance;numeros_time_length;numeros_clicks;numeros_distance;botones4_2_time_length;botones4_2_distance;botones4_time_length;botones4_distance;instrucciones_3_time_length;instrucciones_3_distance;puntuacion_3_time_length;puntuacion_3_distance;puntuacion_2_time_length;puntuacion_2_distance;acrobatas_time_length;acrobatas_distance;resultado3_time_length;resultado3_distance;resultado2_time_length;resultado2_distance;resultado1_time_length;resultado1_distance;botones4_3_time_length;botones4_3_distance;instrucciones_1_time_length;instrucciones_1_distance;palabras_time_length;palabras_distance;palabras_key_ups;resultado4_time_length;resultado4_distance;puntuacion_4_time_length;puntuacion_4_distance;botones4_4_time_length;botones4_4_distance;botones4_5_time_length;botones4_5_distance
1617;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;99;12;0;2008;296.0;5693;3007.0;15817;0;3714.0;88137;119;24187.0;7126;1662.0;7659;3253.0;12553;854.0;-;-;5511;177.0;10652;1516.0;2505;202.0;3740;182.0;2986;0.0;1972;1846.0;3998;887.0;371892;0.0;21;3142;256.0;-;-;-;-;-;-
1618;UNKNOWN;en;121.52.153.100;PK;MAN;36;RIGHT;1;3;11;1728;157.0;3994;607.0;16002;9;5261.0;30393;21;12885.0;1922;417.0;2768;303.0;6378;247.0;-;-;2116;437.0;3508;424.0;2074;23.0;3985;34.0;2253;0.0;1727;83.0;8623;147.0;4655;0.0;32;3671;64.0;-;-;-;-;-;-
1619;UNKNOWN;en;121.52.153.100;PK;WOMAN;35;LEFT;0;0;2;3884;8.0;1363;942.0;14493;12;4419.0;39262;20;20015.0;5460;785.0;10318;1906.0;1237;287.0;2192;81.0;2097;158.0;3944;495.0;9864;105.0;23237;107.0;3385;0.0;2353;409.0;12940;4.0;4848;0.0;23;5966;7.0;-;-;-;-;-;-
1620;UNKNOWN;en;39.36.42.0;PK;WOMAN;24;RIGHT;0;8;1;1687;222.0;11151;211.0;15165;4;3018.0;46715;20;8829.0;1921;144.0;3103;497.0;2743;156.0;2323;7.0;1987;60.0;7436;1106.0;6936;186.0;12875;411.0;1959;0.0;2077;197.0;33789;821.0;2493;0.0;22;3504;8.0;-;-;-;-;-;-
1621;UNKNOWN;en;182.186.199.199;PK;MAN;19;RIGHT;0;7;6;1621;176.0;9717;493.0;18133;5;2889.0;32083;20;9255.0;1526;186.0;1673;411.0;3360;191.0;1968;39.0;1818;178.0;6085;333.0;5898;0.0;11809;444.0;1952;0.0;1565;199.0;6211;763.0;23952;0.0;27;6798;0.0;-;-;-;-;-;-
1622;UNKNOWN;en;121.52.153.100;PK;MAN;38;RIGHT;0;1;0;4632;304.0;14747;530.0;18042;11;4630.0;27388;20;8900.0;2576;646.0;4961;274.0;19545;479.0;-;-;3678;352.0;20659;1696.0;5301;52.0;6539;526.0;-;-;1642;233.0;12052;871.0;6368;0.0;21;4159;421.0;-;-;-;-;-;-
1623;UNKNOWN;en;182.186.236.46;PK;MAN;22;LEFT;0;8;0;2682;257.0;6698;642.0;16516;4;6033.0;40778;20;23589.0;2016;346.0;2280;325.0;3338;133.0;1851;18.0;1079;440.0;5795;987.0;3051;597.0;12381;1787.0;5780;0.0;3875;2668.0;7723;1783.0;20726;0.0;21;4139;787.0;-;-;-;-;-;-
1624;UNKNOWN;en;182.186.236.46;PK;MAN;18;LEFT;0;5;8;1414;79.0;5031;674.0;15547;7;5462.0;42573;20;21706.0;3294;417.0;1766;425.0;1874;442.0;1547;35.0;1042;263.0;9841;620.0;2267;28.0;14998;1001.0;2105;0.0;1828;998.0;4178;1060.0;13378;0.0;29;1931;41.0;-;-;-;-;-;-
1625;UNKNOWN;en;39.36.152.48;PK;WOMAN;18;RIGHT;1;10;8;1556;236.0;64156;530.0;17832;2;3126.0;65791;21;17245.0;1616;225.0;1801;1223.0;2891;302.0;1810;9.0;1471;208.0;13338;1911.0;2130;0.0;2516;189.0;10186;0.0;1995;574.0;141979;320.0;2635;0.0;29;1815;0.0;-;-;-;-;-;-
1632;UNKNOWN;en;121.52.153.236;PK;MAN;20;RIGHT;12;3;-1;1500;203.0;4004;294.0;17841;9;9065.0;54904;32;24265.0;2203;603.0;5037;989.0;8482;1422.0;-;-;2457;209.0;22390;3953.0;1620;22.0;3370;716.0;11575;0.0;1478;1250.0;37407;6122.0;3741;0.0;20;4038;49.0;-;-;-;-;-;-
1637;UNKNOWN;en;121.52.153.236;PK;MAN;20;RIGHT;7;5;9;1065;302.0;2917;186.0;22822;7;5338.0;96939;27;15315.0;5707;1292.0;4969;324.0;11190;327.0;2545;148.0;1249;292.0;76292;4135.0;2237;11.0;11157;436.0;24935;0.0;2354;704.0;35118;967.0;27387;0.0;30;2784;1.0;-;-;-;-;-;-
1639;UNKNOWN;en;121.52.153.236;PK;MAN;19;RIGHT;5;5;2;1791;354.0;4790;229.0;22559;7;6004.0;59226;25;14849.0;1817;245.0;2713;300.0;10556;286.0;-;-;2707;398.0;38664;7830.0;2424;306.0;7611;928.0;41923;0.0;1859;1237.0;28461;590.0;17021;0.0;23;2362;5.0;-;-;-;-;-;-
1642;UNKNOWN;en;121.52.153.236;PK;MAN;22;RIGHT;4;4;7;889;206.0;4040;154.0;34307;8;6054.0;69630;24;11288.0;2101;1243.0;1278;366.0;19194;146.0;3245;82.0;748;124.0;12457;347.0;2932;145.0;8519;978.0;33421;0.0;1842;770.0;19336;1091.0;14624;0.0;28;3774;59.0;-;-;-;-;-;-
1644;UNKNOWN;en;121.52.153.236;PK;MAN;21;RIGHT;0;8;4;1128;206.0;2020;467.0;15778;4;3158.0;40665;20;16262.0;1639;675.0;7210;1319.0;1602;190.0;1502;23.0;2090;71.0;9987;310.0;1750;122.0;137;25.0;3031;0.0;1245;250.0;2649;40.0;44210;0.0;25;4834;201.0;-;-;-;-;-;-
1649;UNKNOWN;en;121.52.153.236;PK;MAN;18;RIGHT;1;8;2;1012;337.0;11499;300.0;22032;4;6375.0;44800;21;14203.0;1484;145.0;4171;327.0;5152;400.0;2385;0.0;3122;222.0;46680;5933.0;2462;79.0;3465;462.0;29284;0.0;2009;680.0;23945;704.0;13382;0.0;23;2108;65.0;-;-;-;-;-;-
1656;UNKNOWN;en;121.52.153.236;PK;MAN;18;LEFT;1;7;2;976;176.0;10155;586.0;18849;5;5715.0;54928;21;20390.0;1302;583.0;2681;1159.0;5395;731.0;2056;0.0;788;221.0;17880;589.0;4201;28.0;6371;690.0;11781;0.0;1116;255.0;12434;959.0;5600;0.0;23;6294;0.0;-;-;-;-;-;-
1662;PAK1;en;39.36.54.22;PK;MAN;22;RIGHT;0;7;7;1188;166.0;2098;329.0;16176;5;5283.0;38307;20;13728.0;2454;883.0;1546;525.0;1689;193.0;1505;18.0;862;156.0;11488;1031.0;1689;417.0;7539;400.0;2783;0.0;1326;291.0;3066;569.0;1478;0.0;28;1933;13.0;-;-;-;-;-;-
1664;UNKNOWN;en;121.52.153.100;PK;MAN;35;RIGHT;1;10;6;3805;0.0;4264;86.0;16792;2;3756.0;38617;21;7408.0;1984;348.0;2617;313.0;2579;83.0;-;-;4066;331.0;8063;607.0;3176;563.0;2771;8.0;4831;0.0;3192;472.0;16356;180.0;28222;0.0;27;2710;808.0;-;-;-;-;-;-
1665;UNKNOWN;en;121.52.153.100;PK;MAN;22;RIGHT;0;0;0;1080;72.0;1983;402.0;14361;12;5671.0;22821;20;11621.0;1224;247.0;1904;717.0;1548;223.0;1759;17.0;1053;195.0;3207;404.0;2089;605.0;4258;0.0;-;-;1221;277.0;-;-;3970;0.0;21;2316;79.0;-;-;-;-;-;-
1666;UNKNOWN;en;121.52.153.100;PK;WOMAN;24;RIGHT;0;11;0;1430;161.0;10016;535.0;16464;1;4059.0;33977;20;18502.0;2341;216.0;4735;972.0;4805;98.0;-;-;2695;81.0;5484;1007.0;5611;313.0;6578;81.0;3525;0.0;1676;716.0;15602;931.0;10807;0.0;21;12041;255.0;-;-;-;-;-;-
1667;UNKNOWN;en;121.52.153.100;PK;MAN;35;RIGHT;1;12;0;1602;0.0;1464;269.0;16783;0;2551.0;44772;21;9320.0;1290;228.0;2034;341.0;1820;195.0;-;-;6635;37.0;7601;651.0;1469;110.0;2516;109.0;3037;0.0;1210;361.0;4821;0.0;34569;0.0;21;2181;0.0;-;-;-;-;-;-
1668;UNKNOWN;en;121.52.153.100;PK;MAN;32;RIGHT;0;8;0;843;8.0;2187;99.0;16634;4;3627.0;58902;20;20348.0;1163;414.0;1389;486.0;1998;83.0;-;-;3092;161.0;8921;1267.0;2689;355.0;9352;675.0;3645;0.0;1719;673.0;2609;440.0;10281;0.0;21;5340;557.0;-;-;-;-;-;-
1669;UNKNOWN;en;121.52.153.100;PK;WOMAN;24;RIGHT;0;5;0;3077;318.0;8037;2920.0;16498;7;6165.0;27305;20;13982.0;2209;856.0;3408;1277.0;7634;2953.0;-;-;2405;85.0;26989;5746.0;2096;208.0;7921;2417.0;3159;0.0;1474;1103.0;6056;826.0;7357;0.0;21;7854;1537.0;-;-;-;-;-;-
1671;UNKNOWN;en;121.52.153.100;PK;WOMAN;25;RIGHT;1;2;0;1965;214.0;9927;662.0;14618;10;5790.0;34690;21;12748.0;3524;433.0;8462;397.0;3896;1335.0;1831;10.0;1446;182.0;26597;2292.0;3239;78.0;9215;345.0;5391;0.0;3298;345.0;12001;369.0;22377;0.0;21;4694;379.0;-;-;-;-;-;-
1672;UNKNOWN;en;121.52.153.100;PK;WOMAN;23;RIGHT;0;10;2;2395;318.0;3274;410.0;16674;2;2954.0;51249;20;10682.0;2055;191.0;4838;344.0;5076;279.0;2550;92.0;1546;175.0;42455;6716.0;3839;581.0;23333;690.0;-;-;3065;1236.0;10137;641.0;5806;0.0;23;5021;64.0;-;-;-;-;-;-
1673;UNKNOWN;en;121.52.153.100;PK;WOMAN;23;RIGHT;0;5;4;2806;354.0;13446;1560.0;16306;7;3989.0;35001;20;15276.0;3370;458.0;3485;662.0;6564;1478.0;-;-;2501;308.0;18169;1959.0;8480;277.0;17318;276.0;-;-;1997;601.0;12865;3236.0;13590;0.0;25;7077;590.0;-;-;-;-;-;-
1674;UNKNOWN;en;121.52.153.100;PK;WOMAN;23;RIGHT;9;6;-1;1225;68.0;2768;610.0;16065;6;5730.0;57068;29;26573.0;1663;665.0;6359;2611.0;1750;331.0;-;-;2331;124.0;9248;782.0;2878;612.0;5119;655.0;3007;0.0;824;305.0;2569;175.0;4093;0.0;20;4468;559.0;-;-;-;-;-;-
1675;UNKNOWN;en;121.52.153.100;PK;MAN;22;LEFT;0;7;0;955;72.0;3291;386.0;15792;5;5668.0;37517;20;15640.0;1470;146.0;2904;1219.0;1323;187.0;1969;8.0;1016;72.0;7871;615.0;3049;83.0;3615;256.0;2441;0.0;1709;257.0;3246;331.0;3525;0.0;21;5996;427.0;-;-;-;-;-;-
1676;UNKNOWN;en;5.254.65.28;RO;MAN;36;RIGHT;1;11;0;784;68.0;1510;209.0;15944;1;3713.0;96871;21;16383.0;2074;619.0;7209;221.0;3271;334.0;2259;12.0;848;166.0;14121;3106.0;2864;112.0;7064;237.0;9334;0.0;2624;302.0;2422;70.0;9110;0.0;21;1428;0.0;-;-;-;-;-;-
1677;UNKNOWN;en;39.46.93.213;PK;WOMAN;20;RIGHT;2;7;3;2104;153.0;30938;1181.0;20641;5;6855.0;58093;22;17131.0;1976;310.0;5105;658.0;8873;236.0;1689;59.0;1348;30.0;36248;5526.0;3151;202.0;14562;1502.0;17168;0.0;1520;278.0;11475;1665.0;20773;0.0;24;3638;928.0;-;-;-;-;-;-
1679;UNKNOWN;en;39.46.93.213;PK;MAN;16;RIGHT;0;6;6;1472;145.0;1722;169.0;15367;6;4743.0;46269;20;16036.0;1565;199.0;1971;115.0;5701;62.0;1677;160.0;960;121.0;25650;3816.0;2088;262.0;11839;371.0;6547;0.0;1270;470.0;1954;636.0;765;0.0;27;3691;0.0;-;-;-;-;-;-
1680;UNKNOWN;en;178.162.216.37;DE;MAN;25;RIGHT;1;2;3;1065;3.0;4328;296.0;17942;10;3995.0;32487;21;15364.0;1106;245.0;2606;402.0;3124;212.0;2736;4.0;811;120.0;10055;1906.0;8421;318.0;8937;267.0;5759;0.0;1041;1063.0;5363;1162.0;4581;0.0;24;4872;31.0;-;-;-;-;-;-
1682;UNKNOWN;en;39.36.202.238;PK;MAN;21;RIGHT;0;6;0;5776;68.0;4553;71.0;19739;6;4353.0;42892;20;17180.0;2000;255.0;2751;607.0;4009;509.0;2197;214.0;4150;93.0;26705;1529.0;2250;1.0;5413;7.0;15476;0.0;1564;675.0;8227;573.0;41966;0.0;21;1782;0.0;-;-;-;-;-;-
1684;UNKNOWN;en;39.36.202.238;PK;MAN;21;RIGHT;0;4;2;1551;128.0;5758;289.0;24606;8;4412.0;36688;20;14432.0;4538;1615.0;1404;275.0;4949;97.0;-;-;3808;301.0;19097;721.0;1363;0.0;2677;34.0;9290;0.0;2380;1345.0;4936;318.0;16998;0.0;23;4534;25.0;-;-;-;-;-;-
1685;UNKNOWN;en;121.52.153.100;PK;MAN;18;RIGHT;2;7;1;1007;345.0;1306;404.0;15910;5;3953.0;65196;22;15679.0;1347;639.0;5319;928.0;1421;252.0;-;-;4835;123.0;16186;1445.0;14382;239.0;11160;255.0;3029;0.0;2359;717.0;3393;160.0;21019;0.0;22;2728;21.0;-;-;-;-;-;-
1686;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;0;5;-1;1226;66.0;3479;305.0;16431;7;6664.0;37722;20;13881.0;2875;891.0;3644;416.0;6042;171.0;-;-;1741;324.0;10978;369.0;1881;79.0;4847;201.0;4745;0.0;1694;990.0;10400;762.0;4527;0.0;20;2522;154.0;-;-;-;-;-;-
1688;UNKNOWN;en;121.52.153.100;PK;MAN;27;RIGHT;23;11;0;1590;41.0;4787;703.0;16065;1;1790.0;56251;43;15223.0;5745;566.0;3739;714.0;1987;396.0;-;-;2843;23.0;10948;764.0;11208;239.0;28856;1329.0;3181;0.0;1604;313.0;12934;281.0;10638;0.0;21;7672;221.0;-;-;-;-;-;-
1689;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;0;5;10;1227;140.0;7081;645.0;16302;7;5006.0;29563;20;13403.0;1535;475.0;3409;337.0;2855;272.0;-;-;2981;31.0;22366;4418.0;10945;750.0;6002;511.0;3057;0.0;1167;429.0;26615;1383.0;7162;0.0;31;9031;1031.0;-;-;-;-;-;-
1690;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;69;11;4;1471;96.0;2086;228.0;15815;1;4251.0;99142;89;28750.0;2003;785.0;5872;1100.0;1263;475.0;-;-;2101;13.0;39070;5886.0;2510;30.0;8229;641.0;3062;0.0;1949;979.0;6491;1543.0;56876;0.0;25;2907;247.0;-;-;-;-;-;-
1691;UNKNOWN;en;121.52.153.100;PK;MAN;22;RIGHT;0;0;0;993;48.0;3521;96.0;15593;12;5228.0;25717;20;9115.0;1651;274.0;2574;537.0;6354;552.0;-;-;2504;243.0;11212;677.0;1673;491.0;6303;441.0;2982;0.0;1686;1230.0;3475;345.0;243;0.0;21;2408;305.0;-;-;-;-;-;-
1692;UNKNOWN;en;121.52.153.100;PK;MAN;20;RIGHT;0;12;0;2515;6.0;14508;1365.0;5937;0;1088.0;33270;20;11397.0;1799;218.0;4818;629.0;1799;218.0;1922;17.0;1615;27.0;16096;1082.0;4748;687.0;34555;1164.0;3231;0.0;2909;851.0;1523;1.0;10704;0.0;21;6469;935.0;-;-;-;-;-;-
1693;UNKNOWN;en;121.52.153.100;PK;MAN;21;LEFT;2;5;16;2979;181.0;1498;300.0;15866;7;5043.0;58372;22;14796.0;1434;235.0;23463;3626.0;1245;318.0;-;-;1802;354.0;11776;1981.0;13027;65.0;6040;255.0;3062;0.0;1442;914.0;10113;775.0;9562;0.0;37;5426;314.0;-;-;-;-;-;-
1695;UNKNOWN;en;121.52.153.100;PK;WOMAN;21;RIGHT;0;2;2;1524;100.0;5213;827.0;16418;10;4639.0;33141;20;9685.0;3420;245.0;4020;424.0;3652;363.0;2107;1.0;1543;49.0;13019;1312.0;2690;280.0;44606;82.0;10242;0.0;1344;311.0;16576;1662.0;1691;0.0;23;2748;0.0;-;-;-;-;-;-
1696;UNKNOWN;en;121.52.153.100;PK;WOMAN;20;RIGHT;1;2;0;3421;80.0;16277;333.0;15268;10;5879.0;28511;21;15283.0;2144;298.0;3444;652.0;3360;145.0;-;-;4279;398.0;30062;2084.0;9508;497.0;8828;284.0;2996;0.0;1665;982.0;13030;472.0;4319;0.0;21;3728;385.0;-;-;-;-;-;-
1697;UNKNOWN;en;121.52.153.100;PK;WOMAN;21;RIGHT;0;4;0;1104;240.0;9921;619.0;15800;8;7126.0;31239;20;14839.0;3254;724.0;6704;2092.0;5686;219.0;2516;4.0;1465;6.0;16915;2300.0;2414;116.0;4794;313.0;3057;0.0;1529;351.0;13125;1341.0;3014;0.0;21;4598;0.0;-;-;-;-;-;-
1698;UNKNOWN;en;121.52.153.100;PK;WOMAN;21;RIGHT;10;2;-1;1573;71.0;4983;2827.0;15482;10;7466.0;32266;30;17847.0;1948;652.0;11766;4081.0;1593;180.0;1262;27.0;2355;3.0;16989;3792.0;2198;8.0;2673;492.0;3293;0.0;1612;441.0;16011;2502.0;18300;0.0;20;7648;92.0;-;-;-;-;-;-
1699;UNKNOWN;en;121.52.153.100;PK;WOMAN;20;RIGHT;0;5;-1;1212;512.0;2216;578.0;16136;7;8027.0;28645;20;20215.0;913;426.0;2570;375.0;1853;51.0;1503;0.0;1077;45.0;23585;6425.0;792;21.0;2293;24.0;3809;0.0;1406;451.0;6338;467.0;21090;0.0;20;2404;0.0;-;-;-;-;-;-
1700;UNKNOWN;en;121.52.153.100;PK;MAN;20;RIGHT;4;3;3;1013;89.0;5407;304.0;14767;9;5979.0;72591;24;13254.0;1579;334.0;4373;396.0;5015;488.0;-;-;2761;141.0;13639;877.0;20211;239.0;6084;1324.0;-;-;1844;310.0;13627;1001.0;6628;0.0;24;2874;789.0;-;-;-;-;-;-
1701;UNKNOWN;en;121.52.153.100;PK;MAN;22;RIGHT;1;1;4;1368;199.0;5434;1171.0;15193;11;5381.0;32028;21;17474.0;9238;2659.0;6948;2261.0;4194;380.0;-;-;1944;137.0;14514;1363.0;3152;846.0;9065;689.0;3098;0.0;1352;455.0;4222;1334.0;19442;0.0;25;5851;1721.0;-;-;-;-;-;-
1702;UNKNOWN;en;121.52.153.100;PK;MAN;20;RIGHT;8;11;-1;1482;192.0;1442;371.0;16586;1;3466.0;62631;28;22972.0;4891;1120.0;8357;346.0;1248;204.0;-;-;2306;21.0;27689;1805.0;2441;181.0;6707;76.0;3433;0.0;1854;898.0;1871;192.0;8742;0.0;20;9980;52.0;-;-;-;-;-;-
1703;UNKNOWN;en;121.52.153.100;PK;WOMAN;20;RIGHT;1;1;1;1857;249.0;6095;680.0;14278;11;5655.0;29443;21;15784.0;2489;259.0;4999;642.0;6544;820.0;2065;113.0;895;54.0;13784;5984.0;2780;253.0;11951;233.0;-;-;4989;1731.0;19635;3882.0;5052;0.0;22;2875;709.0;-;-;-;-;-;-
1704;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;0;3;5;1441;296.0;20895;1659.0;16585;9;6368.0;35810;20;18058.0;10408;1469.0;4741;945.0;7573;1474.0;2726;13.0;1720;88.0;11865;1995.0;2398;874.0;6359;922.0;3859;0.0;1382;477.0;11836;2751.0;9614;0.0;26;3163;935.0;-;-;-;-;-;-
1705;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;0;2;2;1170;98.0;52786;1069.0;14363;10;5465.0;40716;20;22118.0;1198;190.0;33333;1245.0;3205;1000.0;-;-;2034;126.0;9976;696.0;3215;93.0;9702;283.0;1257;0.0;1364;791.0;76108;1363.0;17819;0.0;23;3020;16.0;-;-;-;-;-;-
1706;UNKNOWN;en;121.52.153.100;PK;WOMAN;19;RIGHT;0;6;0;1353;18.0;10891;2909.0;16139;6;5763.0;32463;20;9641.0;1657;236.0;4113;1148.0;4412;979.0;-;-;3042;355.0;17751;3304.0;1567;178.0;8309;412.0;3089;0.0;1440;325.0;11338;2858.0;5581;0.0;21;2377;115.0;-;-;-;-;-;-
1717;UNKNOWN;en;88.150.205.115;GB;MAN;22;RIGHT;26;4;7;1246;375.0;4526;287.0;18923;8;6512.0;77436;46;21386.0;1547;205.0;7751;1010.0;3387;250.0;-;-;2551;262.0;20050;3953.0;3935;98.0;11148;209.0;22448;0.0;1269;277.0;37743;2557.0;11305;0.0;28;3442;27.0;-;-;-;-;-;-
1720;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;0;12;0;1849;128.0;3808;136.0;15536;0;3376.0;48242;20;11998.0;2171;252.0;1930;401.0;1746;131.0;2233;5.0;1564;46.0;35576;4441.0;3277;58.0;8533;149.0;3272;0.0;1672;257.0;1942;0.0;4492;0.0;21;3302;0.0;-;-;-;-;-;-
1721;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;4;5;6;1830;28.0;2793;680.0;15346;7;4154.0;52046;24;19917.0;1376;279.0;2595;986.0;3028;443.0;1747;31.0;1157;24.0;10174;821.0;2591;74.0;3463;244.0;2755;0.0;789;444.0;5504;1021.0;1165;0.0;27;2529;50.0;-;-;-;-;-;-
1723;UNKNOWN;en;121.52.153.100;PK;MAN;21;RIGHT;31;1;8;985;181.0;2223;242.0;15179;11;6391.0;43384;51;15689.0;1768;665.0;3270;501.0;962;385.0;-;-;2445;112.0;11913;1614.0;1730;136.0;3389;167.0;3086;0.0;1069;293.0;3017;69.0;3793;0.0;29;2750;252.0;-;-;-;-;-;-
1724;UNKNOWN;en;121.52.153.100;PK;MAN;19;RIGHT;0;8;19;1476;0.0;3945;358.0;15927;4;4363.0;35275;20;14230.0;2828;311.0;4031;453.0;1625;266.0;-;-;3592;211.0;10849;1083.0;2069;69.0;4538;320.0;3007;0.0;1998;359.0;8358;18.0;3856;0.0;40;2603;8.0;-;-;-;-;-;-
1726;UNKNOWN;en;182.186.143.232;PK;WOMAN;21;RIGHT;4;9;3;1673;239.0;13007;1282.0;42638;3;5496.0;50617;24;17503.0;1856;158.0;2085;365.0;6479;652.0;2014;53.0;1894;161.0;8144;368.0;2752;0.0;8161;687.0;13223;0.0;1858;306.0;11564;649.0;9133;0.0;24;4501;4.0;-;-;-;-;-;-
1727;UNKNOWN;en;182.186.143.232;PK;MAN;14;RIGHT;6;8;4;1534;230.0;2524;638.0;15215;4;6180.0;53071;26;25051.0;1623;313.0;1545;331.0;1752;318.0;1977;30.0;1159;130.0;3473;417.0;2408;0.0;12243;311.0;-;-;1780;290.0;4076;660.0;22866;0.0;25;1096;103.0;-;-;-;-;-;-
1728;UNKNOWN;en;121.52.153.236;PK;WOMAN;18;RIGHT;0;5;4;906;285.0;3059;112.0;16992;7;6905.0;26205;20;15002.0;1099;419.0;1741;1185.0;4768;260.0;1726;42.0;891;959.0;5056;475.0;1589;0.0;4025;178.0;-;-;1423;295.0;2503;236.0;1823;0.0;25;1415;0.0;-;-;-;-;-;-
1734;C2SD;hr;78.1.29.27;HR;MAN;20;RIGHT;3;1;4;1400;277.0;5405;645.0;15230;11;6114.0;30601;23;15150.0;1817;331.0;3022;875.0;9356;436.0;1790;92.0;1195;160.0;13008;3087.0;2293;303.0;8116;1694.0;4004;0.0;1680;434.0;6685;1380.0;22059;0.0;25;2695;796.0;-;-;-;-;-;-
1735;UNKNOWN;en;119.160.119.166;PK;MAN;20;RIGHT;3;10;0;193431;46.0;17620;838.0;34111;2;3344.0;61656;23;13834.0;1909;248.0;2317;912.0;11001;182.0;2953;27.0;1945;44.0;26893;3092.0;4823;26.0;3942;46.0;11244;0.0;1950;635.0;114174;3477.0;26143;0.0;21;9895;45.0;-;-;-;-;-;-
1737;UNKNOWN;de;119.160.118.40;PK;MAN;19;RIGHT;0;11;0;6647;234.0;12411;810.0;19241;1;4773.0;47989;20;11395.0;1643;303.0;3198;1237.0;6002;236.0;2553;4.0;1432;4.0;8428;563.0;2939;0.0;5565;0.0;7146;0.0;3378;216.0;70691;861.0;4350;0.0;21;2759;0.0;-;-;-;-;-;-
1739;UNKNOWN;en;182.186.189.54;PK;MAN;23;RIGHT;0;6;0;3593;249.0;27820;821.0;21317;6;4007.0;46172;20;11555.0;2353;305.0;6209;515.0;12348;318.0;-;-;5319;387.0;87467;2678.0;5815;52.0;14643;181.0;9593;0.0;7264;879.0;24519;357.0;44303;0.0;21;40967;2.0;-;-;-;-;-;-
1740;UNKNOWN;en;182.186.189.54;PK;MAN;19;RIGHT;0;3;8;4319;259.0;4358;376.0;18506;9;4828.0;34196;20;12575.0;2367;537.0;6377;293.0;3288;283.0;4238;55.0;1756;149.0;10106;460.0;1445;10.0;4481;82.0;3031;0.0;1684;399.0;3293;29.0;2812;0.0;29;5436;22.0;-;-;-;-;-;-
1743;UNKNOWN;en;121.52.153.100;PK;MAN;19;RIGHT;0;4;0;1583;182.0;13065;864.0;17317;8;5708.0;30209;20;7832.0;2503;296.0;4922;358.0;3591;542.0;-;-;4069;110.0;16151;1308.0;4316;1025.0;9716;598.0;7088;0.0;1800;776.0;9794;1245.0;21151;0.0;21;7869;503.0;-;-;-;-;-;-
1744;UNKNOWN;en;121.52.153.100;PK;MAN;18;RIGHT;96;9;0;777;42.0;1925;198.0;15172;3;2267.0;144448;116;20539.0;3853;617.0;4830;502.0;6548;247.0;-;-;2988;48.0;9022;441.0;8849;371.0;4543;27.0;1219;0.0;2120;242.0;17911;130.0;9054;0.0;21;798;7.0;-;-;-;-;-;-
1745;UNKNOWN;en;121.52.153.100;PK;MAN;20;RIGHT;1;1;1;813;122.0;5863;79.0;15387;11;5582.0;34244;21;19041.0;1004;185.0;2372;431.0;5833;293.0;-;-;1589;100.0;14750;682.0;1842;96.0;12524;69.0;7743;0.0;1066;293.0;21851;1006.0;17695;0.0;22;4447;150.0;-;-;-;-;-;-
1746;UNKNOWN;en;121.52.153.100;PK;MAN;29;RIGHT;3;5;0;3134;219.0;12832;723.0;16022;7;4486.0;34114;23;13654.0;3306;1006.0;8427;2164.0;5299;365.0;-;-;2465;242.0;15608;1375.0;2542;45.0;50368;279.0;11846;0.0;1222;232.0;11452;1370.0;8057;0.0;21;4866;686.0;-;-;-;-;-;-
1747;UNKNOWN;en;121.52.153.100;PK;MAN;19;RIGHT;0;1;2;3023;4.0;9442;218.0;15797;11;5484.0;34032;20;17046.0;1215;191.0;3744;120.0;3829;144.0;-;-;2902;24.0;10068;1476.0;2287;110.0;5608;815.0;3009;0.0;1216;201.0;13662;950.0;19064;0.0;23;12735;400.0;-;-;-;-;-;-
1749;UNKNOWN;en;121.52.153.100;PK;WOMAN;19;RIGHT;6;5;0;1982;146.0;6104;1172.0;15782;7;5257.0;33522;26;10679.0;2534;622.0;6723;550.0;17860;750.0;2398;31.0;2061;20.0;16566;1877.0;4888;205.0;8158;368.0;-;-;2101;508.0;13717;817.0;6972;0.0;21;3204;119.0;-;-;-;-;-;-
1750;UNKNOWN;en;121.52.153.100;PK;MAN;19;RIGHT;15;4;2;835;79.0;2270;594.0;15796;8;4606.0;52323;35;26128.0;2221;923.0;3210;861.0;1444;1079.0;-;-;1828;262.0;18868;5380.0;2177;236.0;7922;622.0;2356;0.0;1106;143.0;15455;2144.0;2943;0.0;23;3969;280.0;-;-;-;-;-;-
